,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
203,60,RL,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,986,Unf,0,484,1470,GasA,4,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,Fin,3,696,3,3,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,315000
204,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,Mn,GLQ,699,Unf,0,638,1337,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,531,3,3,Y,0,39,0,0,0,0,0,10,2007,WD,Normal,185000
205,80,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,3,3,Av,ALQ,400,Rec,480,100,980,GasA,4,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,Fin,1,384,3,3,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,135500
206,60,RL,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,584,Unf,0,544,1128,GasA,5,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,RFn,2,466,3,3,Y,0,155,0,0,0,0,0,6,2009,WD,Normal,239500
207,20,RL,8816,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,3,3,No,Rec,651,Unf,0,470,1121,GasA,3,Y,SBrkr,1121,0,0,1121,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,480,3,3,Y,0,80,0,0,0,0,0,6,2009,WD,Normal,139000
208,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,3,3,CBlock,3,3,No,LwQ,388,Unf,0,552,940,GasA,5,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,3,6,Typ,2,4,Attchd,Unf,1,240,3,3,Y,0,0,108,0,0,0,0,6,2006,WD,Normal,140000
209,20,RL,9477,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,Rec,340,Unf,0,524,864,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,RFn,1,264,3,3,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,110000
210,60,RL,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,4,3,CBlock,4,3,No,ALQ,700,Unf,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,RFn,3,746,3,3,Y,127,44,224,0,0,0,0,6,2007,WD,Normal,225000
211,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,No,Unf,0,Unf,0,660,660,GasA,5,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,Typ,1,3,Attchd,RFn,2,528,3,3,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,143500
212,20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,ALQ,569,Unf,0,381,950,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,NA,NA,0,0,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
213,160,FV,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,PConc,4,3,No,GLQ,381,Unf,0,348,729,GasA,4,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,Unf,2,440,3,3,Y,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
214,20,RL,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,3,3,CBlock,4,3,Gd,LwQ,226,GLQ,1063,96,1385,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,Unf,2,439,3,3,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241500
215,20,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,Av,GLQ,1078,Unf,0,488,1566,GasA,5,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,RFn,2,750,3,3,Y,144,168,0,0,0,0,0,4,2010,WD,Normal,262500
216,120,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,Av,Unf,0,Unf,0,1258,1258,GasA,5,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,4,7,Typ,1,4,Attchd,Fin,3,648,3,3,Y,120,16,0,0,0,0,0,2,2007,New,Partial,194201
217,80,RL,8163,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,4,CBlock,3,3,Av,ALQ,748,BLQ,294,102,1144,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,RFn,1,796,3,3,Y,86,0,0,0,0,0,0,3,2006,WD,Normal,143000
218,80,RL,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,3,3,CBlock,3,3,Av,BLQ,300,Rec,294,468,1062,GasA,5,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,4,6,Min2,0,0,BuiltIn,Unf,1,288,3,3,Y,168,0,294,0,0,0,0,7,2006,WD,Abnorml,130000
219,90,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,0,0,NA,NA,0,NA,0,0,0,GasA,3,Y,SBrkr,1302,432,0,1734,0,0,2,0,4,2,4,8,Typ,0,0,Attchd,Unf,2,539,3,3,Y,0,0,0,0,0,0,0,8,2009,COD,Normal,126000
220,20,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,3,3,CBlock,3,3,No,ALQ,762,Unf,0,102,864,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,1,2,Attchd,Unf,2,440,3,3,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,142500
221,120,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,No,GLQ,863,Unf,0,461,1324,GasA,5,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,Fin,2,550,3,3,Y,192,38,0,0,0,0,0,12,2009,WD,Normal,254000
222,20,RL,12984,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,4,3,Mn,ALQ,1283,LwQ,147,0,1430,GasA,5,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,2,621,3,3,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,217500
223,50,RM,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,No,Unf,0,Unf,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,Typ,0,0,Detchd,Unf,1,200,3,3,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500
224,20,RL,8925,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,Av,GLQ,16,Unf,0,1450,1466,GasA,5,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,Fin,3,610,3,3,Y,100,18,0,0,0,0,0,7,2009,WD,Normal,201000
225,20,RL,12400,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,2,No,Rec,585,Unf,0,630,1215,GasA,3,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,297,3,3,Y,0,0,0,0,234,0,0,6,2009,WD,Normal,155000
226,50,C (all),7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,No,Unf,0,Unf,0,698,698,GasA,3,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,RFn,2,528,3,3,Y,30,0,164,0,0,0,0,4,2010,COD,Abnorml,68400
227,30,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,656,656,GasA,3,Y,SBrkr,968,0,0,968,0,0,2,0,4,1,3,5,Typ,0,0,Detchd,Unf,1,216,2,2,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,64500
228,60,RL,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,GLQ,400,Rec,64,336,800,GasA,4,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,4,7,Typ,0,0,Attchd,Unf,2,484,3,3,Y,0,40,0,0,0,0,0,7,2008,WD,Normal,173000
229,50,C (all),8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,Stone,3,3,Mn,Unf,0,Unf,0,859,859,GasA,4,Y,SBrkr,859,319,0,1178,0,0,1,0,2,1,3,7,Typ,0,0,Detchd,RFn,1,384,3,3,N,68,0,98,0,0,0,0,1,2010,WD,Abnorml,102776
230,20,RL,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,0,0,NA,NA,0,NA,0,0,0,GasA,5,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,4,6,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,84900
231,60,RL,7685,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,4,3,No,ALQ,518,Unf,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,Typ,1,3,Attchd,Fin,2,420,3,3,Y,190,63,0,0,0,0,0,5,2006,WD,Normal,165600
232,20,RL,7332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,3,3,CBlock,3,3,No,BLQ,414,Unf,0,450,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,4,4,Typ,0,0,Attchd,Unf,1,288,3,3,Y,168,0,0,0,0,0,0,10,2006,WD,Abnorml,120000
233,20,RL,17140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,ALQ,1059,Unf,0,75,1134,GasA,5,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,RFn,1,284,3,3,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,135000
234,60,RL,10041,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,4,3,PConc,4,3,Mn,GLQ,789,Unf,0,119,908,GasA,5,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,4,8,Typ,1,3,Attchd,Fin,2,506,3,3,Y,120,150,0,0,0,0,0,2,2006,WD,Abnorml,220000
235,70,RL,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,Typ,0,0,Detchd,Unf,1,384,3,3,Y,0,0,0,0,259,0,0,7,2007,WD,Normal,153575
236,20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,664,Unf,0,544,1208,GasA,5,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,RFn,2,628,3,3,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400
237,85,RL,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,4,3,Av,GLQ,747,Unf,0,189,936,GasA,5,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,4,5,Typ,0,0,Attchd,Unf,2,564,3,3,Y,120,0,0,0,0,0,0,4,2010,WD,Normal,147000
238,60,RL,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,4,3,CBlock,4,3,Gd,GLQ,1065,Unf,0,92,1157,GasA,5,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,3,7,Typ,1,4,Attchd,Fin,2,454,3,3,Y,60,55,0,0,154,0,0,4,2007,WD,Normal,277000
239,120,RL,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,No,BLQ,543,BLQ,119,261,923,GasA,3,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,3,5,Typ,1,3,Attchd,RFn,1,264,3,3,Y,80,0,0,0,0,0,0,5,2010,WD,Normal,143000
240,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,3,4,BrkTil,3,3,No,Unf,0,Unf,0,624,624,GasA,4,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,484,3,3,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,105900
241,80,RL,11275,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,4,4,CBlock,4,3,No,Unf,0,Unf,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,Typ,1,4,BuiltIn,Fin,2,564,3,3,Y,240,0,0,0,0,0,0,6,2010,WD,Normal,242000
242,60,RL,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,4,3,PConc,4,3,No,BLQ,402,Unf,0,594,996,GasA,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,457,3,3,Y,370,70,0,238,0,0,0,2,2010,WD,Normal,194500
243,60,RL,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,3,PConc,5,3,Gd,Unf,0,Unf,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,Fin,3,641,3,3,Y,192,0,37,0,0,0,0,10,2006,New,Partial,438780
244,60,RL,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,3,CBlock,3,3,No,ALQ,442,Unf,0,459,901,GasA,3,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,4,8,Typ,1,3,Attchd,RFn,2,540,4,3,Y,0,69,0,0,0,0,0,7,2008,WD,Normal,185000
245,190,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,4,3,Gd,GLQ,969,Unf,0,148,1117,GasA,3,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,3,5,Typ,0,0,NA,NA,0,0,0,0,N,85,0,148,0,0,0,0,1,2008,WD,Normal,107500
246,80,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,3,3,CBlock,4,3,Gd,GLQ,371,Unf,0,728,1099,GasA,4,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,3,6,Typ,1,4,Basment,RFn,1,296,3,3,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,165000
247,20,RL,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,4,4,No,GLQ,980,LwQ,40,92,1112,GasA,4,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,Unf,2,551,3,3,Y,125,0,0,0,0,0,0,7,2006,WD,Normal,176000
248,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,3,3,PConc,4,3,No,GLQ,840,Unf,0,200,1040,GasA,3,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,Unf,2,572,3,3,Y,100,110,0,0,0,0,0,6,2007,WD,Normal,129900
249,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,ALQ,104,BLQ,169,516,789,GasA,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,250,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
250,60,RL,21930,Pave,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,Av,Unf,0,Unf,0,732,732,GasA,5,Y,SBrkr,734,1104,0,1838,0,0,2,1,4,1,3,7,Typ,1,4,BuiltIn,Fin,2,372,3,3,Y,100,40,0,0,0,0,0,7,2006,WD,Normal,192140
251,80,RL,10784,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,384,384,GasA,4,Y,SBrkr,802,670,0,1472,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2,402,3,3,Y,164,0,0,0,0,0,0,5,2007,WD,Normal,160000
252,50,RL,9144,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,Rec,399,Unf,0,484,883,GasA,4,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,3,8,Typ,0,0,Detchd,Unf,1,240,3,3,N,0,0,0,0,0,0,0,7,2008,WD,Normal,145000
253,30,RL,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,2,3,No,Unf,0,Unf,0,691,691,GasA,5,Y,FuseA,691,0,0,691,0,0,1,0,2,1,5,4,Typ,0,0,Detchd,Unf,1,216,2,3,N,0,20,94,0,0,0,0,1,2007,WD,Abnorml,86000
254,20,RL,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,No,BLQ,673,Unf,0,378,1051,GasA,3,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,3,7,Typ,1,2,Attchd,Unf,1,336,3,3,Y,466,0,0,0,0,0,0,7,2006,WD,Normal,158000
255,120,RL,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,No,ALQ,360,Unf,0,709,1069,GasA,3,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,3,4,Typ,1,2,Attchd,RFn,2,440,3,3,Y,0,55,0,0,165,0,0,7,2010,WD,Normal,127500
256,50,RM,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,Rec,468,Unf,0,350,818,GasA,3,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1,210,3,3,N,0,0,116,0,0,0,0,12,2009,WD,Normal,115000
257,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,3,3,CBlock,3,3,No,ALQ,231,Unf,0,399,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,Unf,1,264,3,3,Y,185,0,0,0,0,0,0,2,2009,WD,Normal,119500
258,60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,4,4,PConc,4,3,No,ALQ,387,Unf,0,374,761,GasA,5,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,484,3,3,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,175900
259,60,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,1079,Unf,0,141,1220,GasA,5,Y,SBrkr,1220,870,0,2090,1,0,2,1,3,1,4,8,Typ,1,3,Attchd,RFn,2,556,3,3,Y,0,65,0,0,0,0,0,12,2007,WD,Normal,240000
260,20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,Unf,0,Unf,0,1935,1935,GasA,4,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,Typ,1,4,Attchd,Fin,3,895,3,3,Y,315,45,0,0,0,0,0,7,2007,New,Partial,395000
261,20,RL,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,4,3,CBlock,4,3,No,ALQ,767,Unf,0,441,1208,GasA,3,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,Typ,1,3,Attchd,RFn,2,546,3,3,Y,198,42,0,0,0,0,0,6,2006,WD,Normal,165000
